id,upload_date,date_interpolated,views,duration_s,likes,comments,frame,topic,era_residual_x,title
WU4cPNC_JFE,20230917,0,517400,910,12823,707,V,C,0.724,Why Top Investors Are Betting Against the USA
IiPdbkAbD3A,20230924,0,1846131,975,30750,1800,N,K,2.583,The $6.5 Trillion Dollar Problem Nobody Notices
zcBZaVOo0iQ,20230928,0,447101,981,12226,1000,Q,E,0.625,Why Is Everyone Getting Involved in the Niger? | Economics Explained
2CspktWmyLk,20231002,0,518436,1000,14468,2800,Q,C,0.725,Can Russia Recover Like Germany Did After World War II?
sQGb6pmrxwg,20231005,0,901023,795,16052,969,N,C,1.26,This Tiny Country Built the Laziest Economy in the World
p9Tnjr3Lluk,20231008,0,785149,1098,16599,2100,Q,C,1.098,Could Poland Become The Next Germany? 🇵🇱
EgeV0n9L2es,20231018,0,1902225,1003,35717,2800,V,C,2.661,China’s Crumbling Economic Story
Q3Wbmzphszo,20231026,0,1418771,980,32326,4100,V,C,1.985,Why Argentina Is Doomed to Fail Over and Over Again
iz3HRqg6Q4A,20231029,0,657852,772,20084,2300,L,M,0.92,The Controversial 2023 Nobel Prize Explained
JbZW_FU2K-A,20231109,0,434323,935,13834,895,V,H,0.608,How Bad Economics Killed Millions
krG2eWW4n5A,20231117,0,1822525,1487,33537,3300,N,C,2.55,Did the Perfect Economy Just Get Better?
s4C1xiyGaGs,20231123,0,353502,535,11865,889,X,K,0.495,The Surprising Benefits of Corruption in the Economy
a88l92ntAOM,20231126,0,571810,910,13481,1200,V,C,0.8,The Overhyped Economy of Bhutan
mcsAO9AYc0c,20231130,0,3234919,1023,53389,4100,N,C,4.525,Something Terrible Is Happening in Italy
onEdA8OV9po,20231208,0,199598,457,7503,331,V,K,0.279,The Devastating Consequences of Mixing Economics & Politics
KtcNX1qaQ3Q,20231210,0,539044,944,13667,689,L,C,0.754,The Incredible Economy of New York City
aPnu-VPvgb4,20231215,0,714846,959,18165,1200,Q,C,1.0,Is Greece Suddenly Doing Really Well?
VUnAr0Msx9c,20231219,0,1943077,755,36924,3100,V,C,2.718,The Economy of the UK Is in Serious Trouble
QByN_XJIn8s,20231223,0,1215368,1105,22652,2400,X,C,1.7,Australia Should Be a Failure. Why Isn't It?
E8AI206QlN0,20231227,0,1108859,727,19414,2100,V,C,1.551,Texas Will Not Be the Next California
N1dAM2rPtKo,20240103,0,2229981,1099,46912,3200,L,C,2.899,Japan’s Rise and Fall... And Rise Again?
mhYMgYF5hWY,20240111,0,707325,1178,17827,1300,V,C,0.919,Reuniting North and South Korea Would Be Almost Impossible
9wYsT1U2jCQ,20240116,0,554090,733,14751,1700,Q,E,0.72,Davos Uncovered: Do We Need the World Economic Forum?
eNX4upLN2JY,20240123,0,429495,973,14497,1500,V,H,0.558,The Rather Pathetic Economy of the Roman Empire
oUVrVEviaHo,20240128,0,1253486,1133,28614,2200,N,C,1.629,Something Terrible Is Happening in France | Economics Explained
C1Gs0uqqggc,20240201,0,769359,933,24001,2800,V,K,1.0,Why Every Country Ends up Capitalist
Z446bPzkt4c,20240213,0,727304,998,12551,1000,V,C,0.945,Why Eritrea Might Be The Worst Economy In The World
CxmH4OLNM4c,20240224,0,1073623,800,23965,4000,V,C,1.396,Why Canada Can't Solve Its Population Problem with Immigration
1k8TXQWVsoI,20240227,0,2454680,1155,55183,12000,V,C,3.191,MIT Study Reveals Why Africa Is Still Poor
nK5atJjdf08,20240303,0,1018718,802,23791,2800,V,C,1.324,Germany's Unexpected Economic Crisis
7Ody9AGVuQ8,20240312,0,1654499,924,31529,3300,X,C,2.151,USA Outgrows China… Because of Florida?
CKLx3J7U6_Q,20240324,0,411308,917,14270,1300,V,K,0.535,Why We Can’t Just Stop Oil
9uHsgRoNVX8,20240331,0,657984,810,19405,1800,Q,C,0.855,Is the European Union Worth It?
Y6-I5BHsEck,20240407,0,565591,805,17011,2000,V,C,0.735,Bangladesh Could Become Asia's Strongest Economy
6UYK0ayEW08,20240425,0,769275,931,20333,2800,Q,C,1.0,How Strong Is India's Economy?
NZXmd2Jxpx4,20240515,0,553949,946,13752,343,Q,K,0.72,Why Ships Got So Insanely Big
qcea8YFFzh0,20240521,0,901094,866,17674,2700,N,C,1.171,Why Is This State the Way That It Is?
aEirB081k1A,20240605,0,942566,916,18768,1500,Q,C,1.225,How Has Turkey Been Going?
A2tS83sGx40,20240610,0,569645,845,14381,966,Q,C,0.74,What Makes The Netherlands So Special?
tEVAYEtHlHk,20240620,0,1590911,1064,33905,2800,Q,C,2.068,Could The Philippines Predict Our Next Decade?
PWCxj__3Xx4,20240630,0,435195,1030,11226,1200,Q,C,0.566,Is Ireland's Economy a Scam?
GY7HTeTWleY,20240707,0,1177554,660,21310,2700,V,C,2.672,How a New Type of Immigration Is Radically Changing Portugal’s Economy
6Su-5dq-MYg,20240714,0,410215,1014,10025,667,V,C,0.931,Why Hawaii became a State for The Rich Only
98bIRV-jzMs,20240721,0,404480,903,10249,627,Q,E,0.918,Do The Olympics Predict Economic Disaster?
PaHKRBGT_6A,20240728,0,583216,942,20778,2300,X,C,1.323,Why Brazil Isn't a Superpower (but Should be!)
k4Tw-vJBzMo,20240804,0,2243766,990,39929,2500,V,C,5.091,Spain Was a Warning
XkE9cunv62E,20240815,0,317692,876,8722,902,X,C,0.721,"War, Divide and… Thrive? Bosnia's Wild Economic Journey"
-tmixPEOMIA,20240820,0,747066,963,18921,1900,V,C,1.695,How Venezuela's Economy Became a Disaster
U4jqQ6RTWNg,20240825,0,390175,916,11065,1000,X,C,0.885,The Strange Success Story of Thailand’s Economy
bxvHAaa9PKA,20240903,0,473156,855,12656,831,Q,C,1.074,Has The Gulf's Mega Finance Experiment Now Failed?
EdlKQ6sSb_o,20240910,0,411631,840,11371,1100,X,C,0.934,"How Chinese Industry Got Too Good, Too Fast"
Dx_C1fOT4gQ,20240915,0,391220,911,9637,569,V,C,0.888,"Alaska Is Losing Its Oil, Now What?"
TuadTdhmne0,20240922,0,416715,901,11783,865,Q,C,0.946,Does Switzerland Deserve to Be the Richest Economy in the World?
DCkOvmVxWcw,20241001,0,440706,946,11804,909,V,C,1.0,"Egypt's Massive Potential, Wasted"
KC3pxFcdGFg,20241006,0,248243,849,8134,468,V,K,0.563,How Elections Ruin Economies (Explained by an Economist)
3DG5xiv4I1w,20241013,0,274189,928,8146,515,V,C,0.622,The Broken Economy of Washington DC
V4hL-yJN6eY,20241027,0,395641,894,11715,1800,V,K,0.898,Why Paying People to Have Babies is a Billion-Dollar Mistake
P60TX-dwd4s,20241103,0,2226671,934,63397,2800,L,M,5.053,The 2024 Nobel Prize in Economics: Explained
BLH6Z1-t5e0,20241110,0,581469,1010,16467,2000,V,C,1.319,How Chile's Economy Was Sold to The Highest Bidder
FThf9X-pwQs,20241121,0,901102,1113,19315,1900,V,C,2.045,How Africa’s Biggest Economy Lost 50% of Its GDP
evIAnt5mNGI,20241201,0,832516,812,15985,1000,X,C,1.889,Why Does The US Import Oil When They Produce So Much?
VX7rws4lPg8,20241208,0,1319517,780,32499,2300,Q,C,2.994,1 Year Later: How Has Argentina Been Going?
M2LrHMKFcdU,20241215,0,228533,796,7587,320,V,C,0.519,How Iceland Lost 50% of Its GDP... And Recovered
3M690082Y0s,20241223,0,1052166,885,22355,1600,V,C,2.387,The End of South Korea's Economic Miracle
Y8tzMOzTTFQ,20250105,0,1195212,1098,27552,3000,V,C,2.223,How Europe Sabotaged Its Own Economy
zqeaauoiK6k,20250116,0,408764,744,10580,974,Q,C,0.76,How has Sri Lanka Been Going?
TBAlPuwIlNM,20250119,0,772456,899,15225,1900,V,C,1.436,How Massachusetts Became the Richest State in the USA
K0V8kZyl1T0,20250202,0,2016438,961,45600,5400,Q,K,3.75,Can Tariffs Actually Work?
CF4qM429Brk,20250209,0,677382,975,18917,1400,X,C,1.26,Has Japan Mastered Economic Stagnation?
1KpjV-p59k8,20250216,0,259897,760,7612,642,V,C,0.483,Why Greenland's Tiny Economy Matters to Superpowers
1EkIpMkCVwk,20250223,0,426710,803,13630,778,L,K,0.793,The Anatomy of a Failed Economy
bG6-JX_iYQM,20250303,0,613918,840,15418,1900,Q,C,1.142,How Has Canada Been Going?
HrgQxpxh1m8,20250311,0,393446,811,11583,988,L,E,0.732,Revenge of the BRICS
_H-BdraGuy4,20250318,0,264996,806,7712,601,V,C,0.493,Why a Sovereign Wealth Fund Won't Save America
8-FqY1q60EQ,20250325,0,595175,885,17535,3000,V,K,1.107,The Problem With Trying to Run Government Like a Business
fIsQHkTLlxY,20250331,0,844492,967,21388,1100,V,K,1.57,How The Finance Industry Destroys Economies
1f2yeAcbpvU,20250406,0,450537,894,12419,1600,V,C,0.838,How Poland Quietly Became Europe’s Rising Power
csaw0f8PKBE,20250414,0,537764,937,12637,1400,Q,C,1.0,Is the Australian Economy Doomed?
GK4cVoqVQsk,20250420,0,1220649,4553,21206,1900,L,C,2.27,Everything You Need to Know About China’s Ruthless Economy
O4U1y5ymEEc,20250429,0,399298,878,10568,1400,X,C,0.743,Why California’s Economy Looks Broken (But Isn’t)
7WTW21vv0pQ,20250518,0,411289,903,10998,1400,Q,W,0.765,Are Boomers The Most Selfish Generation In History?
NxCfacrnbFU,20250525,0,547787,887,13201,1100,Q,E,1.019,Is This the Recession the US Needs to Have?
-LTwiOCeISI,20250531,0,527014,1015,11499,1000,V,C,0.98,How Malaysia Is Becoming Asia’s Most Strategic Economy
cFRTviAVthU,20250612,0,430462,1253,12825,1700,V,K,0.8,Why Trillions of Foreign Aid Hasn’t Solved Poverty
jgCMmIZBaxU,20250622,0,653789,1187,15257,2500,X,C,1.216,Denmark Should Not be Rich
LygiZAFZ86Y,20250702,0,1496262,1403,28858,3000,V,C,2.557,China’s Debt Problem Is 300% Bigger Than America’s
Q093qpGLRkE,20250706,0,775606,2886,13337,1200,Q,C,1.326,Have Europe's Great Powers Given Up?
yc-jai0uObc,20250720,0,472892,904,10912,730,L,C,0.808,Iran's Economic Dilemma
ze-pX3L1EQ8,20250804,0,272168,1080,7639,764,Q,E,0.465,Is the US Central Bank Losing Its Independence?
6KXZP-Deel4,20250810,0,405276,907,11875,1300,Q,W,0.693,Why do We Still Need to Work?
mzSEVfp9TZk,20250826,0,230546,1036,8081,1000,Q,K,0.394,Is The Survival of Humanity Economically Viable?
yhpyHV1iz00,20250904,0,1185929,872,27499,4000,Q,W,2.027,What Happens When Capitalism Doesn't Need Workers Anymore?
x-Q47erm5MI,20250928,0,585083,897,14986,1300,L,K,1.0,Stagflation
F_VUBpALcVE,20251010,0,3613433,813,40023,5800,V,C,6.176,Why Everyone is Leaving New Zealand
u4hZAMp25s4,20251110,0,489176,1088,12984,600,L,M,0.836,The 2025 Nobel Prize in Economics: Explained
0zGzWrin00w,20251116,0,643640,983,15648,2500,N,K,1.1,The $400 Trillion Problem No One Wants to Talk About
xpEBcSE9Ipc,20251130,0,590883,727,14971,2000,V,W,1.01,A Short Story About Why You Cannot Buy A House
lDqYA11oA9w,20251219,0,379298,914,9864,2100,Q,C,0.648,Did China Just Drop The Ball On Global Dominance?
xSo_jDhKItU,20260102,0,291193,959,9556,1500,X,K,0.72,The Degrowth Paradox
4YHuaa8Jr2A,20260116,0,639587,1242,18319,2000,V,C,1.581,The Simple Genius of Morocco's Economic Rise
gjq024RqV3o,20260125,0,599067,919,16471,2900,V,W,1.481,Why Essential Workers Are Going Extinct
pMqyg1cDk9I,20260131,0,224810,846,7725,444,Q,K,0.556,How Much Does Clickbait Cost the Global Economy?
Cj_a4REfBxU,20260208,0,743248,1332,18582,3800,Q,C,1.837,Did Pensions Destroy France?
fhErhFyyCno,20260214,0,262973,825,9779,1300,L,W,0.65,How Economics Has Changed Dating
Nb9uJD-XDVQ,20260222,0,360360,926,10271,1700,X,C,0.891,Finland's Happy Little Economic Crisis
Gi1zk8rLqNI,20260228,0,219121,950,7322,689,Q,K,0.542,Has the World Become Uninsurable?
5xEX3LyIp04,20260316,0,958499,1701,18952,2100,Q,K,2.369,What Happens When No One Wants to Trade With You?
0B4tgG-CGXU,20260322,0,566455,830,16822,1900,X,W,1.4,"Why $129,000 Is the New Poor"
01f3r_DnOPc,20260326,0,203432,1149,6423,520,L,K,0.503,How to Rebuild an Economy
1zlD0K09IKE,20260409,0,738185,1012,20906,1600,V,K,1.824,MIT Just Found The Cause Of The AI Bubble
qDVPFAuBSXw,20260417,0,418975,1220,13301,1300,X,C,1.035,"Uruguay Has No Resources, But They're Rich"
3xWGfniQMdQ,20260428,0,399131,1009,9754,1000,Q,C,0.986,Does Taiwan Have Dutch Disease?
vhD3IEpIAAk,20260506,0,413290,1062,11118,1900,V,E,1.021,The Iran War Looks Very Different from Europe
wDAY1NNFtTg,20260511,0,337482,828,9730,458,Q,E,0.834,Why Are Countries Abandoning OPEC?
rId69udDbwM,20260515,0,230767,1198,6646,434,N,E,0.57,"No One Is Talking About the ""Winners"" of the Iran War"
OkiZE8n5Jdo,20260522,0,796503,1241,20037,2000,V,C,1.969,"Dubai Was An Economic Miracle, Then They Got Bombed"
JwklXWLy2UA,20260528,0,147427,1159,5362,607,L,W,0.364,Get Rich Or Die Tryin' ... Literally
6gSfq7kGZhE,20260602,0,312468,972,9659,1500,V,C,0.772,Iran's Economy Was Collapsing … And Then The War Started
Figev-6iaE0,20260607,0,410185,2852,10147,1700,L,K,1.014,"How AI Will Play Out, Explained"
J9PzjUlyzAY,20260614,0,1059499,1200,24274,3500,V,W,2.619,The Economy Gave Up On Young People ... It's Starting To Show
Efwafl87Yb8,20260621,0,476305,1328,16784,1300,Q,C,1.177,How Has Nepal Been Going?
b665H_Tywg0,20260629,0,301478,1736,7505,628,Q,K,0.745,Why Is the World In So Much Debt
72pGczK3j7s,20260714,0,227647,1262,6373,1200,V,C,0.435,Cuba Was Barely Holding On… And Then The Oil Ran Out
PRJra_9RLf0,20260726,0,243337,961,6511,323,Q,C,0.465,Where Has Venezuela's Oil Gone?
RYdGEYkYCQ4,20260804,0,509504,1236,12499,2000,V,C,0.975,The End Game of UK Economics
-OI7CL_kyUo,20260810,0,620195,1076,13003,1400,X,C,1.186,"How Kim Jong Un ""Accidentally"" Fixed North Korea's Economy"
iI3tT6CCVH8,20260816,0,512342,1101,11015,1200,N,K,0.98,Almost No One Realizes This About AI Data Centers
i_kzsY5Msbw,20260824,0,533452,1397,11998,1400,V,W,1.02,"Unfortunately, AI Might Be Turning Us Into Peasants"
4kSd7zyXGo0,20260829,0,1021805,799,9125,1000,V,C,1.955,Why New Zealand Is the Only Safe Haven Left
TsfsoaNFyTQ,20260906,0,1173177,1027,15777,2300,V,M,2.244,Economics Is A Junk Science
jknb1YE6zdY,20260909,0,1265148,810,14001,2000,V,K,2.42,Finally a Country Is Taxing Its Billionaires
G2b0JOgLpeg,20260921,0,410856,1184,6713,1200,Q,K,0.786,Has Inequality Ever Been Worse?
