channelTitle,handle,niche,subNiches,mainCategory,nicheConfidence,subscriberCount,avgViews,viewCount,videoCount,estimatedEarnings,country,languages,isFaceless,channelType,breakoutChannel,publishedAt,lastVideoPublished,channelId,longAvgDuration30d,longAvgDuration1y,shortAvgDuration30d,longVideoCount30d,shortVideoCount30d,longViewCount30d,shortViewCount30d,subsGrowth30d,viewsGrowth30d,_per_video,_lifetime,_age_days,_vids_per_mo,_usd_per_video
SillzHumor09,@trinhle3410,Comedy,"['Ranking Videos', 'Short-form Skits', 'TikTok Trends']",Performing arts,0.8999999761581421,50000,535518.828358209,71759523,134,1370.88,US,en,True,,True,2022-08-03T06:57:47Z,2026-08-06T00:00:00.000Z,UC9tGd1Vwn6OXkbuKJwVSOVw,,,50.65625,0,32,,,104.92,150.99,10.71037656716418,1435.19046,1466,2.742155525238745,499.92788059701496
YourFavoriteJegg VA,@yourfavoritejeggva,Comic Dubs,"['Undertale Comic Dubs', 'FNAF Comic Dubs', 'Voice Acting']",Video game culture,0.949999988079071,2980,31735.5,4189086,132,,US,en,True,short,False,2017-09-15T18:24:25Z,2026-07-10T00:00:00.000Z,UCTPQR7uqC9IuHECkFDQgSTQ,,128,23,0,1,900,65526,2.05,1.61,10.649496644295303,1405.73355704698,3248,1.2192118226600985,0.0
BallBro,@ballbro11,Football Analysis,"['Football Memes', 'Football Highlights', 'World Cup Content']",Association football,0.8999999761581421,59500,626447.4642857143,35081058,56,2237.72,US,en,True,,True,2026-02-03T11:21:23Z,2026-08-04T00:00:00.000Z,UCFuwbzrgse0vRkCCIRN5mIQ,,107.5,40.2,0,10,,,214.81,377.39,10.52852881152461,589.5976134453781,186,9.032258064516128,247.74757142857143
BeamNG Dog,@beamngdog,Car Crash Simulation Gaming,"['BeamNG.drive Gameplay', 'Creative Vehicle Scenarios', 'K-pop Themed Gaming']",Video game culture,0.9800000190734864,23400,245599.5072463768,16946366,69,0.05,ES,en,True,short,True,2022-10-07T22:40:08Z,2026-08-05T00:00:00.000Z,UCk_kjgI4bls7fX9c4QBjorw,,,65,0,1,0,919570,302.75,5.74,10.49570543787935,724.2036752136752,1400,1.4785714285714286,0.033816425120772944
Bosque y Lluvia,@bosqueylluvia,Sleep Music,"['Rain Sounds', 'Nature Sounds', 'ASMR', 'Relaxation Music']",,0.949999988079071,2410,25190.432432432433,932046,37,,US,es,True,,True,2018-12-28T10:43:11Z,2026-08-06T00:00:00.000Z,UCJRQhcGgxuuNksS96aPyJRQ,25544.78947368421,17992.675675675677,,19,0,,,337.39,465.97,10.452461590220926,386.74107883817425,2780,0.3992805755395683,0.0
Male Yonna,@maleyonnaa,Content Creator Highlights,"['Streamer Clips', 'Online Personality Interactions']",Entertainment,0.949999988079071,232000,2409996.9945652173,886878894,368,25355.78,US,en,True,short,True,2023-07-02T00:21:52Z,2026-08-06T00:00:00.000Z,UCCSZD8stPfc3g0WMJgMRanA,2121,2490.4,24.2578125,2,128,481427,484002325,136.01,120.4,10.387918080022489,3822.753853448276,1133,9.744042365401588,2602.182856884058
OnlyChess,@onlychess0,Chess,"['Chess Improvement', 'Chess Puzzles', 'Chess Memes']",Video game culture,1,12000,124392.54910714286,27863931,224,54.89,US,en,True,,False,2025-01-07T01:14:13Z,2026-07-22T00:00:00.000Z,UCKvIoKm8Hf33KCeqCSmSU0w,91,91,16.4375,1,16,,,1.69,3.81,10.366045758928571,2321.99425,578,11.626297577854672,4.721193452380953
D4ILY_SHORTZZZ,@d4a1ly_shortzzz,Internet Humor & Viral Content,"['Viral Meme Compilations', 'Interactive Engagement Content', 'Pop Culture & Gaming Clips']",Entertainment,0.8500000238418579,2680,27778.962686567163,3722381,134,,GB,en,True,,True,2025-05-25T20:56:49Z,2026-08-01T00:00:00.000Z,UC4vBSYvnl2nTYwj9zmRiGvA,269,132.33333333333334,34.4,1,20,,,322.05,77.5,10.365284584539987,1388.9481343283583,439,9.157175398633258,0.0
Rank Labs,@ranklabsshorts,Ranking Videos,"['Animal Highlights', 'AI Content', 'Comedy']",Lifestyle (sociology),0.8999999761581421,4260,44073.71111111111,1983317,45,,US,en,True,,False,2025-05-19T18:47:47Z,2026-08-04T00:00:00.000Z,UCxurZ5yavBSVqAKAK5SRfjQ,,,21.692307692307693,0,13,,,464.9,202.37,10.345941575378195,465.5673708920188,445,3.033707865168539,0.0
Quiz Questions ,@quizquestionss,Trivia & Quizzes,"['General Knowledge', 'Brain Teasers & Puzzles', 'IQ & Aptitude Tests']",Knowledge,1,11200,115794.91208791209,10537337,91,350.17,US,en,True,,True,2024-06-12T07:22:21Z,2026-08-05T00:00:00.000Z,UCYiiRjbI-yZ5ZfgRSOhhInA,,,17.22222222222222,0,45,,,400,361.1,10.338831436420723,940.8336607142858,787,3.468869123252859,100.94644322344324
Rem Blox,@rembloxxd,Gaming,"['Roblox', 'Roblox Gameplay']",Action-adventure game,0.949999988079071,51100,526446.9285714285,14740514,28,222.53,US,en,True,,True,2025-12-31T02:10:17Z,2026-08-06T00:00:00.000Z,UCMOEtkxPAC-00Vh4Moi_sCA,,,43.857142857142854,0,14,,,257.34,257.52,10.302288230360636,288.46407045009784,220,3.8181818181818183,58.281666666666666
SaintBryce,@saintbryce444,Societal Observations & Comedy,"['Gen Z Culture', 'Workplace & Education Rants', 'Internet Subculture Critique']",,0.8500000238418579,5570,55403.78571428572,775653,14,3021.34,US,en,True,,True,2025-10-10T16:16:24Z,2026-07-30T00:00:00.000Z,UCZc37I8qMUj2FaKfFv3ioVQ,419.6666666666667,343.0833333333333,,3,0,,,328.46,478.96,9.946819697358297,139.25547576301616,301,1.3953488372093024,2165.293666666667
Kelvo,@subscribetokelvo,Gaming,"['Roblox', 'Gaming Moments', 'Ranking Videos']",Action game,0.8999999761581421,3290,32690.023529411767,2778652,85,,GB,en,True,,True,2025-04-01T15:56:49Z,2026-08-04T00:00:00.000Z,UCZPMmNpvy3oBmduRv5FVPgA,,,53.27272727272727,0,22,,,305.67,388.58,9.936177364562846,844.575075987842,493,5.172413793103448,0.0
PHNK,@phnkmusix,Music,"['Phonk Music', 'Wave Music', 'Electronic Music']",Electronic music,1,12000,119192.08771929824,13587898,114,415.24,US,en,True,long,False,2024-05-28T06:39:07Z,2026-08-04T00:00:00.000Z,UCnmaVSArywYbCWVbc3ZL8EQ,,,28,0,1,790925,437,2.56,6.18,9.932673976608188,1132.3248333333333,802,4.2643391521197005,97.3749941520468
CreativeCarRestoration,@creativecarrestoration,AI-Generated Car Restoration,"['ASMR Car Content', 'Classic and Vintage Car Restoration', 'Vehicle Transformation Videos']",Hobby,0.949999988079071,6000,58058.757575757576,1915939,33,465.75,US,en,True,,False,2026-01-26T03:46:27Z,2026-08-02T00:00:00.000Z,UCz66O_wYKkEuckCbF5zfFIg,862,839.448275862069,,4,0,,,6.19,8.06,9.676459595959596,319.3231666666667,194,5.103092783505154,91.26818181818183
Retro Shuffle,@retro_shuffle,Apple Product Reviews,"['Apple Retro Tech', 'iPhone Reviews', 'Apple Device Comparisons', 'Tech Nostalgia']",Technology,0.949999988079071,2980,28609.457364341084,3690620,129,,US,en,True,mixed,False,2024-03-03T01:20:32Z,2026-08-06T00:00:00.000Z,UCneXboCkgoeoUKNMZM3dwNg,,265.3333333333333,16.4,0,5,77411,165156,6.43,7.03,9.600489048436605,1238.4630872483222,888,4.358108108108108,0.0
jiminy frickit VA,@jiminyfrickitva,Voice Acting,"['Comic Dubs', 'Impressionism', 'Internet Culture Memes', 'Video Game Parody']",Film,0.8999999761581421,5980,57169.757575757576,5659806,99,257.67,US,en,True,short,True,2013-09-14T00:24:52Z,2026-08-03T00:00:00.000Z,UCaxBG_9B_L1gsDIK7x5EjRw,112,178.5,27.25,0,4,86847,620325,13.04,14.28,9.560160129725347,946.4558528428093,4711,0.6304393971555933,408.71493939393946
先輩 𝗥3NXI.1🌱,@r3nxi,Gacha Content Creation,"['Gacha Trends', 'Gacha Animations']",Role-playing video game,0.949999988079071,5980,56638.666666666664,1529244,27,1.33,US,en,True,,False,2025-12-28T04:45:03Z,2026-07-26T00:00:00.000Z,UCBW22HXnZ8YGOuJPcotP3Bw,,,14.5,0,2,,,3.28,2.97,9.471348940914158,255.72642140468227,223,3.632286995515695,0.36616049382716054
Total Track and Time,@totaltrackandtime,Track and Field,"['Track and Field News', 'Sprinting Highlights', 'Professional Athletics']",Sport,1,12000,113407.68656716419,7598315,67,5727.65,US,en,True,long,True,2021-05-08T23:21:23Z,2026-08-06T00:00:00.000Z,UCGeo6ikGhK7eLjydlKAt45w,579.8,545.4673913043479,,40,0,4104711,0,47.78,117.49,9.450640547263681,633.1929166666666,1917,1.0485133020344288,5462.639328358208
WhiskerLore,@thewhiskerlore,Animal Stories,"['Heartwarming & Emotional Content', 'Animal Rescue', 'Pet Content']",Entertainment,0.949999988079071,186000,1744105.5668449197,326147741,187,2595.98,LK,en,True,short,True,2025-04-11T09:40:10Z,2026-08-05T00:00:00.000Z,UCW0m6nhvidJYjnipZwL99QQ,,,20.529411764705884,0,17,183,128440710,61.74,64.97,9.37691164970387,1753.4824784946236,484,11.590909090909092,223.9669019607843
FPS Capital,@fpscapital,Gaming Ambience & Relaxation,"['Video Game Music & Ambience', 'Gaming Sleep & Focus Aid', 'Video Game Performance Optimization']",Role-playing video game,0.949999988079071,4060,36441,291528,8,,GB,en,True,,True,2020-06-16T14:34:56Z,2026-07-10T00:00:00.000Z,UCM_oNQnNIrnM7EpfFBYhRMQ,18274.333333333332,19279.433333333334,,3,0,,,-0.25,476.63,8.975615763546799,71.80492610837439,2244,0.10695187165775401,0.0
Jett1+1,@dubancastillo9519,Comedy,"['Funny Videos', 'Pranks', 'Funny Compilations']",Film,0.8999999761581421,12100,107616.75438596492,12268310,114,98.47,US,en,True,,True,2019-10-08T16:39:30Z,2026-08-06T00:00:00.000Z,UCHvSljaBvwefvorYqWiirgA,100,3937,62.29090909090909,0,55,,,301.99,198.32,8.893946643468174,1013.9099173553719,2495,1.3707414829659317,71.8370321637427
Stink Rich,@stinkrich,Wealth & Luxury Lifestyles,"['Celebrity Biographies', 'Royal Family History', 'Business Tycoons', 'Wealth & Success Stories']",Entertainment,0.949999988079071,5970,52708.61956521739,4849193,92,0.84,US,en,True,short,False,2025-09-10T08:31:52Z,2026-08-05T00:00:00.000Z,UC3GcpCCdjWHAOTZ8fNAicbA,412.5,471.35,55.714285714285715,2,7,121,13262,0.51,0.28,8.828914500036413,812.2601340033501,332,8.313253012048193,0.10104347826086955
心にのこる話,@cine_cafe,Film & TV Content,"['Movie Summaries & Explanations', 'Emotional & Dramatic Stories', 'Drama Recaps']",Film,0.949999988079071,180000,1581853.4248927038,368571848,233,3272.02,US,ja,True,short,True,2017-10-06T08:49:52Z,2026-08-06T00:00:00.000Z,UCM3xEncLfBwqxkTfWQck6bg,,429,177.91304347826087,0,23,3588,64096131,22.45,21.05,8.788074582737243,2047.6213777777778,3228,2.1654275092936803,1511.0272618025751
⭐ Perfect Star ⭐,@topfootballuz,Football,"['Football Highlights', 'Uzbekistan Football']",Association football,1,2980,26170.5,732774,28,,US,"en, uz",True,,False,2025-05-30T09:11:39Z,2026-08-05T00:00:00.000Z,UC0VqrMcS8BNtiF1UcYFJxdA,,,27.6,0,5,,,-0.33,1.24,8.782046979865772,245.8973154362416,435,1.9310344827586208,0.0
Veynor,@veynormotion,Skibidi Toilet Animation,"['Source Filmmaker', 'SFM Animation', ""Garry's Mod""]",Action-adventure game,0.8999999761581421,72500,636239.9285714285,8907359,14,816.83,US,en,True,,True,2024-06-29T06:09:42Z,2026-08-05T00:00:00.000Z,UCbMbQBhTOPn7N3r2n20WO7g,,248,12.636363636363637,0,11,,,2.69,284.63,8.775723152709359,122.86012413793104,770,0.5454545454545454,1497.5216666666668
Zamax,@zamaxmusic,Electronic Music,"['Deep House Music', 'Electronic Dance Music (EDM)', 'Car Music']",Electronic music,0.949999988079071,5990,51440.97647058823,4372483,85,200.92,US,en,True,,False,2024-09-22T16:31:25Z,2026-07-27T00:00:00.000Z,UC6ZDGzWx-uj48ZjAct4nogg,514,515,30.666666666666668,0,3,,,9.51,9.48,8.587809093587351,729.9637729549248,684,3.7280701754385963,53.89383529411764
⟡ Lucen,@lucenvy,Gacha Life Content,"['Gacha Club', 'Short-Form Content']",Video game culture,0.8500000238418579,2990,25596.5,409544,16,,US,"en, tr",True,short,False,2024-08-29T15:16:16Z,2026-07-28T00:00:00.000Z,UC-fgW4KpyPPagvoLgsXLJ2g,,,18,0,1,0,6302,0.34,1.56,8.560702341137123,136.97123745819397,709,0.6770098730606489,0.0
MegaRamp Legends,@megaramplegendsgta,Gaming,"['GTA 5 Stunts', 'GTA 5 Challenges', 'Superhero Gaming']",Role-playing video game,0.949999988079071,13600,115793.20588235294,7873938,68,148.25,US,"en, ar",True,,True,2015-02-16T19:06:54Z,2026-08-05T00:00:00.000Z,UC4A3XXFdYRq2OQtsL4yZZQA,,,45.925925925925924,0,27,,,319.75,200.91,8.514206314878892,578.9660294117647,4190,0.486873508353222,296.5
Covermehimo,@covermehimo,Anime-Style Sports Simulation,"['World Cup Football Simulations', 'Anime Edits', 'Music Lyric Videos']",Association football,0.8500000238418579,2990,25306.935483870966,784515,31,,US,en,True,,True,2022-07-09T16:29:51Z,2026-08-02T00:00:00.000Z,UCusod_gmcXxGUPEsm8x_2Bw,185.77777777777777,167.28,45.5,9,2,,,231.49,382.86,8.463858021361528,262.37959866220734,1490,0.6241610738255033,0.0
Featured Video,@yasminlopez8214,Short-Form Comedy,"['Parenting Humor', 'Family Relations Stories', 'Prank Videos']",Humour,0.949999988079071,2470,20898.369863013697,1525581,73,,US,"en, zh",True,,False,2018-11-27T16:35:55Z,2026-08-06T00:00:00.000Z,UCQVQBxWPNZduBJYL98cDQUg,237,640.8,58.07692307692308,1,26,,,437.55,245.95,8.46087848705008,617.6441295546558,2810,0.7793594306049821,0.0
Тайны и Секреты ,@gabexmysteries,Documentary,"['Archaeology', 'Historical Mysteries', 'Ancient Civilizations', 'Exploration']",Knowledge,0.8999999761581421,4190,35365.05882352941,1202412,34,,US,ru,True,,True,2008-12-05T10:39:14Z,2026-08-06T00:00:00.000Z,UCWcxTKGhEoXFwA_7bU92Cpg,1275.9444444444443,988.969696969697,,18,0,,,377.22,205.82,8.44034816790678,286.97183770883055,6455,0.15801704105344694,0.0
SpeedRanks,@speedranks-m2i,Informational & Narrative Content,"['Streamer Highlights', 'Internet Culture', 'Celebrity Moments', 'Comedy Clips']",Humour,0.949999988079071,21100,177498.2015503876,22897268,129,936.86,US,en,True,,True,2025-07-14T15:33:34Z,2026-08-06T00:00:00.000Z,UCirYhtPEHKIs3y8J_qVhaWQ,110,110,65.27777777777777,1,18,,,465.68,450.33,8.41223704030273,1085.178578199052,389,9.948586118251928,94.170165374677
352BALL.,@352baall,Sports,"['Football', 'Player Highlights', 'Football Edits']",Association football,0.949999988079071,2990,25074.1,1504446,60,,US,en,True,,True,2024-08-03T08:36:49Z,2026-08-05T00:00:00.000Z,UCQzdlUvErumQchBh97varJA,,,21.785714285714285,0,14,,,15.89,22.33,8.385986622073577,503.1591973244147,735,2.4489795918367347,0.0
5aifu11ah ,@5aifu11ah,Chess,"['Chess Analysis', 'Chess History', 'Grandmaster Chess', 'Chess Tactics']",Video game culture,0.949999988079071,3000,24963.18888888889,2246687,90,,US,en,True,,True,2026-01-01T08:39:48Z,2026-08-04T00:00:00.000Z,UCF5B62HdpR2z7kV2ZMJ0U5w,296.5,167.75,115.88888888888889,2,27,,,224.32,277.14,8.321062962962964,748.8956666666667,219,12.32876712328767,0.0
MissFM字戀小姐 miss writing,@miss-writing,Original Music,"['Healing & Emotional Music', 'Fan Tributes (Chinese Idol)', 'Chinese Traditional-Inspired Music']",Music,0.949999988079071,5980,49374.583333333336,2369980,48,44.17,US,"zh, en",True,long,False,2020-12-14T09:21:37Z,2026-07-13T00:00:00.000Z,UCvZXhZavl8D9u2xesJtq5gg,230,250.05128205128204,,1,0,97817,1298,0.84,4.36,8.256619286510592,396.31772575250835,2063,0.6980126030053321,63.27965972222222
IAMEXAINMP4,@iamexainmp4,Rhythm Game Gameplay,"['Just Dance', 'Roblox Gameplay']",Action game,0.8500000238418579,12700,104682.6,1046826,10,24.13,US,en,True,,True,2026-01-23T13:44:28Z,2026-07-20T00:00:00.000Z,UCWZyZG2cFu7CnDtFyrib-wg,,,70.75,0,4,,,330.51,342.25,8.242724409448819,82.42724409448819,197,1.5228426395939088,15.845366666666665
juwdeuo,@juwdeuo,Association Football,"['Football Transfers', 'Football News']",Sport,0.949999988079071,2870,23615.946666666667,1771196,75,,BR,en,True,,True,2025-05-12T16:16:29Z,2026-08-06T00:00:00.000Z,UCeBUqxOOcm6f5_upn0OliwQ,,,25.79591836734694,0,49,,,368.95,490.76,8.228552845528455,617.1414634146341,452,4.977876106194691,0.0
ТИГРО́М EDITS,@tigrom_edits,Video Editing,"['Fan Edits', 'Pop Culture Edits', 'Gaming Edits']",Film,0.949999988079071,7800,63749.02380952381,5354918,84,71.76,US,"en, ru",True,,True,2025-04-20T02:43:11Z,2026-08-01T00:00:00.000Z,UCbZWtSNJ1xsbFjw_KLIuwlg,,,25.6,0,5,,,413.16,293.24,8.172951770451771,686.5279487179487,475,5.3052631578947365,13.526190476190479
VPNGuy,@vpnguyyt,Virtual Private Networks (VPNs),"['VPN Reviews & Comparisons', 'Online Content Unblocking', 'VPN Deals & Promotions']",Technology,0.9800000190734864,12000,97956.41379310345,11362944,116,219.47,US,en,True,long,False,2009-03-11T03:31:53Z,2026-07-31T00:00:00.000Z,UCZJkCQVmohDVzdjbQZMEAOQ,163.1818181818182,155.83333333333334,,11,0,57496,0,0.84,0.51,8.16303448275862,946.912,6359,0.5472558578392829,401.0372787356322
PrimeHani ,@primehaniyt,Roblox Gaming,"['Roblox Rivals', 'Blox Fruits']",Role-playing video game,0.949999988079071,20600,166346.95,13307756,80,855.43,US,en,True,,True,2026-01-20T16:39:09Z,2026-08-06T00:00:00.000Z,UCw8nnbzkMSnAwa8dvrWMTKg,118,118,15.175,0,40,,,53.73,449.34,8.075094660194175,646.007572815534,199,12.060301507537687,70.92940416666667
The Last One,@thelastonei,Content Compilations,"['Viral Video Commentary', 'Skill Showcases', 'Extreme Sports Compilations']",Hobby,0.8999999761581421,47800,379621.4,18981070,50,1286.59,US,en,True,,True,2016-10-11T18:13:21Z,2026-07-29T00:00:00.000Z,UC-jM2-ILbDGgiPZbs0-jZ8g,,,55.55555555555556,0,9,,,129.81,302.42,7.94187029288703,397.09351464435144,3587,0.4181767493727349,2573.18
Dark1e,@dark1federation,Gaming,"['Roblox Gaming', 'Roblox UGC & Monetization', 'Fighting Game Content']",Action game,0.949999988079071,2990,23622.530612244896,1157504,49,,US,en,True,,False,2022-11-20T01:50:31Z,2026-07-11T00:00:00.000Z,UCoBQRvxZAg0naiKXglyNgVg,,,21,0,1,,,0,2.68,7.900511910449798,387.12508361204016,1357,1.0832719233603536,0.0
ReeLee,@reelee_0,Gaming Comedy,"['Geometry Dash', 'Meme Compilations']",Action game,0.949999988079071,2980,23390.165322580644,5800761,248,,CA,en,True,,True,2023-09-10T16:32:39Z,2026-08-06T00:00:00.000Z,UCTJ_e1GUtn6o_7AGmDSX3lA,3600,3600,15.038461538461538,0,26,,,7.58,19.71,7.849048765966659,1946.5640939597315,1062,7.005649717514125,0.0
AI Music Tarek,@ai_music_tarek,Music,"['Music Lyrics Videos', 'Live Music Performances', 'AI-Generated Music Videos']",Soul music,0.8999999761581421,6000,47086.370689655174,5462019,116,0.71,US,en,True,short,False,2024-06-29T17:13:26Z,2026-08-04T00:00:00.000Z,UCDRk-GyErQySL9HyTovducw,,185,20,0,1,74,60763,1.69,1.13,7.847728448275863,910.3365,769,4.525357607282185,0.1568936781609195
Black Mamba Records,@officialblackmambarecords,Music,"['Punjabi Music', 'Hip Hop Music', 'Music Videos']",Hip hop music,1,100000,784398.1904761905,49417086,63,466.5,CA,"en, pa",True,long,True,2019-10-03T23:40:25Z,2026-07-24T00:00:00.000Z,UCAsNBqrU48fEJSVY9Pns5mg,168,217.35294117647058,,1,0,832871,189,22.7,1.71,7.843981904761906,494.17086,2500,0.756,617.063492063492
Moe Phone Case DIY ,@moephonecasediy,DIY Crafts,"['Phone Case Customization', 'DIY Phone Accessories', 'Crafting']",Technology,1,49900,388092.70175438595,44242568,114,36172.33,US,en,True,,True,2018-03-14T15:04:28Z,2026-08-06T00:00:00.000Z,UCXdt-UBK2Boy9E9FaCULGCw,273,353.2,58.833333333333336,1,12,,,21.12,22.28,7.777408852793306,886.6246092184368,3069,1.1143695014662758,32459.906657894735
LiLy,@lily_official_music,Electronic Music,"['Chillout Music', 'Relaxation Music', 'Downtempo Music', 'Lo-fi Music']",Pop music,0.8999999761581421,3000,23308.875,932355,40,,US,en,True,,False,2025-10-23T03:25:52Z,2026-08-02T00:00:00.000Z,UCfpwWSbrETexJUkfbLXwqHg,392.42857142857144,440.7,,7,0,,,7.14,9.48,7.769625,310.785,289,4.152249134948097,0.0
Fire Onmo,@fire_onmo,Gaming,"['Roblox', 'Music Games', 'Internet Culture Commentary']",Casual game,0.8999999761581421,2990,23223.54,1161177,50,,US,en,True,long,True,2025-10-17T15:39:15Z,2026-08-01T00:00:00.000Z,UCGzijfpp4qAIA6DSCv1fw_g,1056.909090909091,1055.92,31.75,11,4,41605,236,20.56,3.74,7.767070234113713,388.3535117056856,294,5.1020408163265305,0.0
SAMARQAND 30 ,@manonov_332,Entertainment,"['Comedy Skits', 'Cultural & Social Commentary', 'Action / Sports Highlights']",Entertainment,0.6499999761581421,180000,1379797.7964071857,230426232,167,0.26,US,uz,True,short,False,2023-08-05T10:21:04Z,2026-08-02T00:00:00.000Z,UCtiOtJ-Cy6-E8mGTnO1KryQ,,,22,0,2,0,28237,-0.55,0.01,7.665543313373254,1280.1457333333333,1099,4.558689717925387,0.05703393213572854
꧁TheJester★꧂,@fatethejester,Fandom Content,"['Gacha Content', 'Vocaloid Fandom', 'Fan Reaction Videos']",Entertainment,0.8999999761581421,2990,22841.058823529413,388298,17,,CA,en,True,,True,2021-11-28T22:26:59Z,2026-07-17T00:00:00.000Z,UCn3lgEqpNJUjLrnhtxSEyvA,981,739.7333333333333,,1,0,,,7.17,13.86,7.639150108203817,129.86555183946487,1713,0.29772329246935203,0.0
Burr's Brutal Truths,@burrsbrutaltruths-hy8jk,Comedy,"['Stand-up Comedy Clips', 'Comedian Fan Channel', 'Podcast Clips']",Humour,1,2980,22591.661016949154,1332908,59,,US,en,True,,True,2024-01-20T03:39:58Z,2026-08-04T00:00:00.000Z,UC4t690FNl4VkubsOnEvhguA,787.3636363636364,770.1929824561404,,22,0,,,31.86,38.88,7.581094300989649,447.28456375838925,931,1.9011815252416755,0.0
Llynopsis,@llynopsis,Indie Game Analysis,"['Game Lore', 'Unique/Obscure Games', 'Mysteries & Unexplained Phenomena']",Role-playing video game,0.8500000238418579,2990,22557.395061728395,1827149,81,,US,en,True,,True,2025-02-18T06:11:39Z,2026-08-06T00:00:00.000Z,UCTeZb2o3Je94RoJrH8vVU3Q,638,967,41.166666666666664,1,6,,,15,29.33,7.5442792848589955,611.0866220735786,536,4.5335820895522385,0.0
Harshitha Crafty,@harshithacrafty,Arts & Crafts,"['DIY Flower Crafts', 'Handmade Home Decor', 'Paper Crafts', 'Ribbon Crafts']",Hobby,0.949999988079071,3000,22586.926829268294,1852128,82,,US,en,True,,False,2014-03-30T10:50:05Z,2026-07-24T00:00:00.000Z,UCG0JYr7-7luD8h8WaxuqWtg,,96,16.333333333333332,0,3,,,2.04,5.62,7.528975609756098,617.376,4514,0.5449712007089056,0.0
JustLOL,@justlol-e8m,Indian Cinema News & Reviews,"['Funny Videos', 'Gender Reveal Highlights', 'Cute Baby Moments', 'Prank Videos']",Lifestyle (sociology),0.949999988079071,6000,44934.9375,4313754,96,14.12,US,en,True,short,True,2025-01-20T11:42:17Z,2026-08-05T00:00:00.000Z,UCrSwL3G0FFUz_f7awdkgfgA,,98,59.55,0,20,11,592552,11.73,15.92,7.48915625,718.959,565,5.097345132743363,2.7700694444444443
Langfeite,@langfeite,Personal Electric Vehicles,"['Electric Scooters', 'Electric 4-wheelers', 'Outdoor Adventure']",Lifestyle (sociology),1,49900,371695.67741935485,46090264,124,26.47,US,en,True,short,False,2021-08-03T04:42:41Z,2026-08-01T00:00:00.000Z,UCB27OLSr-i7D4OCAqgwjXKw,,,9.333333333333334,0,3,2979,103667,0,0.23,7.448811170728554,923.6525851703407,1831,2.0316766794101584,13.028647849462365
DryxioGTA,@dryxiogta,Game Modding,"['GTA San Andreas', 'Game Development', 'Software Tools', 'Reverse Engineering']",Action-adventure game,0.949999988079071,4500,33285,665700,20,,US,en,True,,True,2016-11-13T21:34:57Z,2026-07-30T00:00:00.000Z,UCbJQ8Tt3v31JAS9-F1vamsQ,342,298.25,,6,0,,,176.07,449.65,7.3966666666666665,147.93333333333334,3554,0.16882386043894204,0.0
FootWC,@footwc_edits,Sports,"['Football (Soccer)', 'Football Player Debates']",Sport,0.800000011920929,207000,1484729.4807692308,77205933,52,1372.32,US,en,True,,True,2014-07-04T23:01:43Z,2026-08-05T00:00:00.000Z,UCe6gAy3n_Icu7RCtAT79MTw,,,39.04761904761905,0,21,,,107,173.41,7.172606187290969,372.97552173913044,4417,0.35318089200815034,2744.64
Gist_now,@gist_now,Music Commentary,"['Celebrity News', 'Lyric Analysis', 'Music Trivia']",Music of Latin America,0.949999988079071,13900,99440.98076923077,5170931,52,146.04,US,en,True,short,True,2019-07-06T07:16:49Z,2026-08-06T00:00:00.000Z,UC213SdcGCrgwBKlIAlQr7Hw,,,21.395833333333332,0,48,0,4204625,326.38,435.12,7.154027393469839,372.00942446043166,2590,0.6023166023166023,242.46384615384613
Ethan Globe ,@ethan-globe,Educational Rankings & Comparisons,"['History', 'Biographical Statistics']",Association football,0.949999988079071,3000,21398.791666666668,513571,24,,US,en,True,long,True,2025-11-04T14:40:33Z,2026-08-02T00:00:00.000Z,UCZBJpnPPhL8H04WvWtZqCBg,1508.25,1326.857142857143,,16,0,58990,0,7.53,12.98,7.132930555555556,171.19033333333334,277,2.5992779783393503,0.0
L. Jehbjd,@jkabsdghsghj,Family Vlogging,"['Parenting', 'Marriage', 'Religious Content']",Society,0.8999999761581421,3290,23461.132075471698,1243440,53,,US,en,True,,True,2018-02-13T14:27:45Z,2026-08-06T00:00:00.000Z,UCm2ZhrzbDL7-dI1jG8TLpLA,,,43.77777777777778,0,27,,,329.5,102.07,7.131043184033951,377.9452887537994,3098,0.513234344738541,0.0
Steve-Edits,@steve-editsx,Video Editing,"['Editing Tutorials & Resources', 'Meme & Fan Edits', 'Mobile Video Editing']",Music of Asia,0.8999999761581421,157000,1113780.0476190476,163725667,147,4.41,US,en,True,,True,2025-03-05T13:51:33Z,2026-08-06T00:00:00.000Z,UChyJWWDb5yCj1Ovjz_7NoVA,,,20.333333333333332,0,3,,,-0.63,175.28,7.09414043069457,1042.838643312102,521,8.464491362763916,0.521
Moonlight Chill Vibes,@moonlightchillvibes,Pop Music,"['Trending Pop Hits', 'Lyric Videos', 'Spotify Viral Hits']",Pop music,0.949999988079071,12000,83468.8717948718,3255286,39,0,US,en,True,long,False,2025-11-19T09:30:24Z,2026-08-05T00:00:00.000Z,UCsUUmUhP6u_gqzGGFtFPpOA,4591.5,5114.6557377049185,,14,0,0,0,3.45,-14.29,6.955739316239316,271.27383333333336,262,4.465648854961833,0.0
