channelTitle,handle,niche,subNiches,mainCategory,nicheConfidence,subscriberCount,avgViews,viewCount,videoCount,estimatedEarnings,country,languages,isFaceless,channelType,breakoutChannel,publishedAt,lastVideoPublished,channelId,longAvgDuration30d,longAvgDuration1y,shortAvgDuration30d,longVideoCount30d,shortVideoCount30d,longViewCount30d,shortViewCount30d,subsGrowth30d,viewsGrowth30d,_per_video,_lifetime,_age_days,_vids_per_mo,_usd_per_video
HomeSprucely,@homesprucely,Cleaning & Home Management,"['Cleaning Hacks', 'Home Organization', 'Product Reviews', 'Life Hacks']",Lifestyle (sociology),0.8999999761581421,81900,875214.1642335766,239808681,274,6252.43,,en,,,True,2022-07-20T14:50:21Z,2026-08-06T00:00:00.000Z,UCbqXESXmNIfxT0w5ITVJwbQ,,,32.421052631578945,0,95,,,213.79,474.89,10.686375631667602,2928.066923076923,1480,5.5540540540540535,1125.7416545012168
AndruDe,@adrude02175,Animation,['Battle for Dream Island'],Entertainment,0.949999988079071,1890,20188.23076923077,262447,13,,,en,,,True,2022-06-11T15:17:15Z,2026-07-16T00:00:00.000Z,UCPAvWeBzpPdkq_tfHMUUm_Q,,,17,0,1,,,260,499.63,10.681603581603582,138.86084656084657,1519,0.2567478604344964,0.0
Gio Cozinheiro,@giocozinheiro,Cooking,"['Recipe Tutorials', 'Drink Recipes', 'International Cuisine']",Food,0.949999988079071,6710,71190.78571428571,4983355,70,97.07,BR,pt,,,True,2025-11-11T19:28:54Z,2026-08-04T00:00:00.000Z,UCrNZPCrV0reCMN3Dp_kCfKg,149,108,108.33333333333333,2,12,,,478.45,252.45,10.60965509899936,742.6758569299553,269,7.806691449814126,12.43420476190476
Radio Hit,@radiohittemueve,News & Entertainment,"['Viral News', 'Current Events', 'Human Interest']",Entertainment,0.8999999761581421,3000,31720.674008810573,7200593,227,,VE,es,,short,False,2023-02-15T17:15:11Z,2026-08-06T00:00:00.000Z,UCZbMCa2Mw9Hf1LvWIUJEQxQ,64,160.15,107.5,1,6,23,4920,-0.33,0.07,10.573558002936858,2400.1976666666665,1269,5.366430260047282,0.0
Mananas,@mananas3000,Animation,"['Fan Animation', 'Digital Art', 'Fandom Content']",Film,0.8999999761581421,10200,107644.65714285715,3767563,35,94.28,,en,,,True,2025-01-10T21:31:41Z,2026-08-03T00:00:00.000Z,UC2y4s-CyKYojDVvVP41YNjA,229,229,11,1,2,,,448.39,492.96,10.553397759103643,369.36892156862746,574,1.829268292682927,51.53973333333333
GREAT STUFF,@greatstufffoam,Home Improvement,"['Sealants & Adhesives', 'DIY Home Repair', 'Home Maintenance']",Lifestyle (sociology),0.8999999761581421,12000,125712.66666666667,18479762,147,70.16,US,en,False,short,False,2018-10-01T20:06:33Z,2026-08-03T00:00:00.000Z,UCjxpLEOsnqX2JMtXsGge6LQ,,,20,0,6,9363,240253,0,1.37,10.476055555555556,1539.9801666666667,2867,1.53819323334496,45.61195464852607
Bhakthi_Studio06,@bhakthi_studio06,Spirituality & Religion,"['Hinduism', 'Devotional Content', 'Motivation']",Music,0.800000011920929,3000,31407.068965517243,1821610,58,,IN,"kn, en",,,True,2025-08-03T07:57:33Z,2026-08-03T00:00:00.000Z,UC6tGB1isxOKRUEw_qNm5QEQ,227.25,299.4468085106383,20,12,25,,,7.91,13.29,10.469022988505747,607.2033333333334,370,4.702702702702703,0.0
Winters Philip,@wintersphilip,Animal Entertainment,"['Funny Animals', 'Pet Videos', 'Animal Compilation']",Sport,0.949999988079071,46100,480851.7727272727,63472434,132,587.36,US,en,,,True,2025-09-26T06:01:23Z,2026-07-31T00:00:00.000Z,UCZ7D0RPNcTQOAh2ldq1s2Ow,,,54.25,0,16,,,451.44,432.02,10.430624137251035,1376.8423861171366,316,12.531645569620252,46.870141414141415
ʙᴀʏᴇᴅɪᴛs⁵³,@bayedits53,Sports Edits,"['Football Edits', 'Turkish Football', 'Football Player Edits']",Association football,0.949999988079071,3000,30915.21848739496,3678911,119,,,"tr, en",,,False,2023-03-11T09:27:49Z,2026-08-01T00:00:00.000Z,UCIfZUqFGq-p4ZpJi5C1yXfw,,,19.5,0,2,,,3.09,4.55,10.305072829131653,1226.3036666666667,1246,2.865168539325843,0.0
@NEONX-CR7,@neonx-cr7,Gaming,"['Anime Edits', 'Football Edits', 'Fan Edits']",Hobby,0.8999999761581421,1950,20025.51111111111,901148,45,,,en,,,True,2023-04-10T04:26:15Z,2026-07-12T00:00:00.000Z,UC_A3e2MJfoujUIDyOpUeSAg,,,19.761904761904763,0,21,,,170.08,496.05,10.269492877492878,462.1271794871795,1216,1.1101973684210527,0.0
sarfaraz adil,@sarfarazadil22,Political Commentary,"['Indian Politics', 'Student Activism', 'Protest Coverage']",Politics,0.949999988079071,3000,30740.16,6148032,200,,IN,hi,,short,False,2016-12-01T05:26:16Z,2026-08-02T00:00:00.000Z,UCkqUo6KtqWifVXVuBvamSMA,,251,25.954545454545453,0,66,0,21094,0.67,0.34,10.24672,2049.344,3537,1.6963528413910092,0.0
Guljar official,@guljarofficial-t4m,Islamic Content,"['Short-form Skits', 'Moral Lessons']",Religion,0.8999999761581421,6980,69861.51020408163,10269642,147,67.75,IN,"hi, ur",,,True,2025-10-14T03:49:11Z,2026-08-04T00:00:00.000Z,UCoj_ZwWK3aZfD0hNLiljUzg,,,20.15686274509804,0,51,,,69.42,490.79,10.008812350154962,1471.2954154727793,298,14.798657718120806,4.578117913832199
سليمان عباس sleman apass,@sleman_apass,Technology,"['Tech Tutorials', 'Software Guides', 'Product Reviews']",Film,0.8999999761581421,12000,119920.46728971963,12831490,107,2.33,EG,ar,,short,False,2018-12-23T00:24:54Z,2026-07-22T00:00:00.000Z,UC796QIl0S_ZJAFqSyka-gmg,200,190.73333333333332,25,1,0,6946,25073,0,0.25,9.993372274143303,1069.2908333333332,2785,1.1526032315978456,2.0215109034267913
Quackers,@quackersyt1,Gaming,"['Roblox Gaming', 'Jujutsu Shenanigans Gameplay']",Action game,0.8999999761581421,135000,1347545.608695652,30993549,23,704.69,,en,,,True,2021-02-23T06:27:28Z,2026-08-02T00:00:00.000Z,UCWK-ior5g-6DeqdZcTIqebA,71,74,128,1,6,,,423.26,418.55,9.981819323671496,229.58184444444444,1992,0.3463855421686747,1409.38
ms muddu,@msmuddu3,3D Animation,"['Moral Stories', 'Short-form Entertainment', 'Animation']",Vehicle,0.8999999761581421,19000,187469.33333333334,7311304,39,34.61,IN,"hi, en",,,True,2024-04-29T17:19:17Z,2026-08-04T00:00:00.000Z,UCllsz6UpQqCrBp38LUnCtBA,83,83,88.3,0,30,,,482.82,72.41,9.86680701754386,384.80547368421054,830,1.4096385542168675,24.552393162393162
Gold Game,@goldgame_com,Mobile Gaming,"['Gambling Games', 'Gaming Tutorials', 'Game Strategy']",Hobby,0.949999988079071,3000,29339.565789473683,2229807,76,,IN,"en, hi",,,False,2025-03-17T10:35:21Z,2026-07-31T00:00:00.000Z,UCnt_7I0gFWkI67GIoggm0YA,214.52941176470588,215,6,17,0,,,1.35,0.23,9.779855263157895,743.269,509,4.479371316306484,0.0
Life of  Bislah,@lifeof_bislah,Lifestyle,"['Personal Vlogging', 'Comedy', 'Cultural Commentary']",Lifestyle (sociology),0.8999999761581421,6000,58204.91935483871,7217410,124,2.15,,"en, ur",,short,False,2021-12-07T22:38:16Z,2026-08-01T00:00:00.000Z,UCku8V89cNrUA3ete6rj-HeQ,,,14.4,0,5,0,39137,0.33,0.55,9.700819892473119,1202.9016666666666,1704,2.183098591549296,0.9848387096774193
Atika Monster,@atikamonster-99,Indian Devotional Music,"['Gaming Clips', 'Religious Clips']",Entertainment,0.8999999761581421,215000,2062167.1470588236,210341049,102,528.43,,"gu, hi, en",,,True,2020-02-13T09:36:02Z,2026-08-05T00:00:00.000Z,UCBmAx3YW7DC9F28IOzKpLng,,514.5555555555555,23.205128205128204,0,39,,,337.88,12.89,9.59147510259918,978.3304604651163,2368,1.2922297297297296,408.9288366013072
Mèo Mướp TV,@meomuoptv-345,Comedy,"['Short-form Comedy Skits', 'Humorous Storytelling']",Lifestyle (sociology),0.8999999761581421,108000,1030909.8613138687,141234651,137,3725.56,,vi,,,True,2018-01-02T13:51:39Z,2026-08-05T00:00:00.000Z,UCbJcTpGoG5PbEXn2LyGBH7w,,,13.55,0,80,,,191.11,499.36,9.545461678832117,1307.72825,3140,1.3089171974522293,2846.2915815085157
Mast Creation,@mastcreationofficial,Indian Music Videos,"['Hindi Music Videos', 'Narrative Music Videos', 'Romantic Music Videos']",Pop music,1,6000,55989.857142857145,4703148,84,169.61,IN,"hi, en",,long,False,2023-11-06T02:34:58Z,2026-07-19T00:00:00.000Z,UC9nDNPZID7nrXqrXinpwVFQ,241,203.19148936170214,,1,0,257422,0,1.35,5.79,9.331642857142857,783.858,1006,2.5049701789264414,67.7093888888889
Aarat Gupta,@aaratgupta,Relatable Comedy & Sketches,"['Everyday Life Situations', 'Social Interaction Humour', 'Childhood Memories']",Humour,0.949999988079071,13400,124821.55555555556,5616970,45,78.68,,hi,,,True,2025-08-17T06:38:53Z,2026-07-23T00:00:00.000Z,UC3o-6tiuoUd5-ru8PEh99OA,,69,20.916666666666668,0,12,,,470.21,391.26,9.315041459369818,419.1768656716418,356,3.792134831460674,20.74820740740741
Elif’le Mutfakta,@mutlukdunyam,Personal Vlogging & Lifestyle,"['Home Improvement & Decor', 'Local Travel & Sightseeing', 'Culinary Interest']",Lifestyle (sociology),0.75,7370,68130.12280701754,3883417,57,104.81,,tr,,,True,2020-04-04T20:59:38Z,2026-08-05T00:00:00.000Z,UC6v47aZ17FhpqeaaUUDpUPw,,,35.875,0,24,,,480.31,470.41,9.24425004165774,526.9222523744912,2316,0.7383419689119171,141.95319298245616
q7ama,@itzme_alain97,WWE,"['WWE Edits', 'Wrestling Fan Content']",Lifestyle (sociology),0.75,3000,27711.828125,1773557,64,,,"en, ar",,,False,2025-03-13T17:25:36Z,2026-07-27T00:00:00.000Z,UCT7gIhYDwBs4HeYTHy4J_KQ,,,10.5,0,2,,,-0.33,0.28,9.237276041666666,591.1856666666666,512,3.75,0.0
O Lado Sombrio da História,@oladosombriodahistoriaderoma,Dark History,"['Ancient History', 'Historical Scandals & Secrets']",Knowledge,0.8999999761581421,12000,109214.16666666667,1310570,12,24.81,BR,pt,,,False,2025-11-16T16:39:18Z,2026-08-03T00:00:00.000Z,UCQMTKxRtaPVjN9QlOQQgUTw,1414.6,1405.1666666666667,,5,0,,,0.84,1.18,9.101180555555556,109.21416666666667,264,1.3636363636363635,18.194
Ayush Gupta Music,@ayushguptamusic8644,Music,"['Pop Music', 'Music Videos']",Soul music,1,6820,61872.444444444445,556852,9,32.33,IN,"hi, en",,long,True,2021-11-08T07:32:45Z,2026-07-16T00:00:00.000Z,UCIWvZS9qOaLZh172ucSmsfw,205,223,,1,0,53877,0,487.93,10.71,9.072205930270446,81.64985337243402,1734,0.15570934256055363,64.66
SN BRAND GRAPHICS🎨🪄,@sn_brand_graphics,Indian Culture,"['Religious Art', 'Street Food', 'Graphic Design']",Society,0.699999988079071,300000,2712535.25,32550423,12,,IN,en,,,False,2020-04-09T11:20:29Z,2026-08-02T00:00:00.000Z,UCXFTAFUQuY9l-tjci5DNdMw,,,16,0,3,,,0,0.01,9.041784166666666,108.50141,2312,0.15570934256055363,0.0
The Pitch Analyst,@the_pitch_analyst,Music,"['Football News', 'Football Commentary', 'World Cup']",Sport,1,12000,108432.09090909091,5963765,55,112.77,,en,,,True,2022-03-04T10:55:23Z,2026-08-03T00:00:00.000Z,UC3OMRwLpgvzNUpJ-voE6IiA,148,2446.5,19.17391304347826,0,23,,,5.26,65.04,9.036007575757576,496.98041666666666,1618,1.019777503090235,110.58294545454544
Beats Of Prashant,@beatsofprashant,Music,"['Regional Indian Music', 'Remix Music', 'Instrumental Music']",Electronic music,1,4410,39792.36734693877,1949826,49,,IN,mr,,long,True,2024-12-03T15:12:27Z,2026-08-05T00:00:00.000Z,UCzfHlatprpg1i9BOFi2E7Dg,286.8181818181818,287.31481481481484,,33,0,1620124,0,286.84,491.39,9.023212550326253,442.1374149659864,613,2.398042414355628,0.0
감자스토리,@감자스토리-r5n,Societal Conflict Commentary,"['Family Relationship Dramas', 'Social Conflict Resolution', 'Interpersonal Conflict Narratives']",,0.949999988079071,12200,109980.3,2199606,20,48.56,KR,ko,,,True,2025-06-21T23:07:03Z,2026-08-05T00:00:00.000Z,UCkw5OYg5MDKRxGz1tPiqDlg,316,316,168,0,6,,,489.37,426.31,9.01477868852459,180.2955737704918,412,1.4563106796116505,33.34453333333333
Bharat Darshan with Mahesh,@bharatdarshanwithmahesh,Indian Travel & Culture,"['Religious Tourism in India', 'Historical & Heritage Sites', 'Travel Vlogging']",Music,1,35900,322384.4588235294,27402679,85,185.16,IN,"hi, en",,,True,2025-09-22T18:52:57Z,2026-07-30T00:00:00.000Z,UCPvbTK2hJArYCSFuNP5guUA,198,305.14285714285717,22.666666666666668,1,3,,,318.41,479.77,8.980068490906111,763.3058217270195,319,7.993730407523511,23.16315294117647
おねくん,@おねくん,Gaming,"['Fortnite', 'Gaming Entertainment']",Action-adventure game,1,3000,26863,2525122,94,,,ja,,,True,2024-05-22T09:32:55Z,2026-07-31T00:00:00.000Z,UCOROKrV3-q20emZcHPy1gpg,,,14.25,0,32,,,6.01,30.41,8.954333333333333,841.7073333333333,808,3.49009900990099,0.0
MoeJeX,@moejex,Sketch Comedy,"['Pop Culture', 'Animation', 'Internet Culture', 'Gaming']",Film,0.8999999761581421,3470,30931.333333333332,278382,9,,US,en,False,,False,2024-08-10T23:52:37Z,2026-08-04T00:00:00.000Z,UCwf29dLFEyFnVTuO2OZg7hg,81.85714285714286,85,49,7,2,,,490.41,412.9,8.913928914505282,80.22536023054755,727,0.3713892709766162,0.0
FALONE DEMBO TV,@falonedembotv,Nollywood Films,"['Nigerian Movies', 'Movie Releases']",Film,1,11000,97606.33333333333,878457,9,543.27,US,en,,long,True,2024-11-26T11:45:00Z,2026-08-04T00:00:00.000Z,UC4L9Lvc-XNrih4h_WYkqfSg,3074,3541,76.66666666666667,2,6,682120,49533,452.76,498.39,8.87330303030303,79.85972727272727,620,0.43548387096774194,1086.54
Kuku music,@somlumusicc,Regional Indian Music,"['Haryanvi Music', 'Bollywood Hits', 'Masoom Sharma']",Music,0.949999988079071,4780,42262.57142857143,2070866,49,,,hi,,,False,2021-07-30T06:26:22Z,2026-08-02T00:00:00.000Z,UC9tVyz8x3doc1mw_M-BM7jA,1915.7272727272727,1785.5,9.96551724137931,11,29,,,498.85,481.59,8.8415421398685,433.23556485355647,1835,0.8010899182561309,0.0
Luis Crazy Clipes,@luis_crazyclipes,Gaming,"['Grand Theft Auto', 'Gaming Roleplay', 'Game Commentary']",Humour,0.8999999761581421,14400,125951.4705882353,10705875,85,205,BR,pt,,,True,2020-05-02T04:28:41Z,2026-08-06T00:00:00.000Z,UCZrvIOiFazGgyu4bYxTD0jg,259,259,56.610169491525426,2,59,,,412.46,493.14,8.746629901960786,743.4635416666666,2289,1.1140235910878113,184.0176470588235
Viva Dube,@vivadube894,Animation,"['Animated Series Compilations', 'Barboskiny']",Film,1,16400,142187.87142857144,9953151,70,137.82,,ru,,,True,2015-07-29T10:45:28Z,2026-08-05T00:00:00.000Z,UC_YwVixRgx_YnQRl-iV0dwg,466.6666666666667,1274.25,63.9375,3,16,,,477.46,258.32,8.669992160278746,606.8994512195122,4028,0.5213505461767626,264.35188571428574
Tanssikoulu DCA,@tanssikouludca.,Dance Education,"['Dance Classes', 'Dance Styles', 'Dance Training']",Hobby,1,3000,25950.53846153846,3710927,143,,FI,fi,,short,False,2024-03-07T12:19:40Z,2026-07-17T00:00:00.000Z,UCrhtS3SPtxf_Og8tPZFyqqw,,,66,0,1,1698,14211,0,0.43,8.650179487179487,1236.9756666666667,884,4.852941176470589,0.0
MD_FACT,@md_fact-r5f,Gadget & Home Innovation Reviews,"['Viral Gadgets', 'Smart Appliances', 'Kitchen Utensils']",Entertainment,0.8500000238418579,43300,370763.3409090909,16313587,44,84.68,IN,en,,,True,2025-12-17T03:02:54Z,2026-08-05T00:00:00.000Z,UCz96Cn1z_k0LkwGTkFqbWSg,,,31,0,30,,,95.05,480.24,8.562663762334662,376.75720554272516,234,5.641025641025641,15.011454545454546
𝐈𝐬𝐥𝐚𝐦𝐢𝐜 𝐦𝐢𝐧𝐝 𝐨𝐟 𝐌𝐮𝐬𝐥𝐢𝐦,@musfik-taqwa717,Islamic Teachings,"['Islamic Guidance', 'Islamic Practices', 'Islamic Reminders']",Society,0.949999988079071,9610,81345.94117647059,4148643,51,68.51,,"bn, en",,,True,2023-10-06T08:42:41Z,2026-08-06T00:00:00.000Z,UC8tVqZ5gtRTjHscuj5_YnSQ,133,133,20.23404255319149,0,94,,,243.21,495.94,8.464718124502662,431.7006243496358,1037,1.4754098360655736,46.43455555555556
Tech Yar PK,@techyarpk,Tech Reviews,"['Mobile & Gadget Reviews', 'Tech Tips & Tutorials', 'AI Explained']",Lifestyle (sociology),0.8999999761581421,6000,50296.692307692305,2615428,52,,PK,"hi, en",,,False,2021-10-01T11:44:06Z,2026-08-05T00:00:00.000Z,UCrzKinc5hR_jOW40vg2WpYw,,,16.2,0,5,,,-0.33,0.24,8.382782051282051,435.9046666666667,1772,0.8803611738148984,0.0
Missdivex. ,@missdivex_official.ৎ,K-Pop Fan Content,"['K-Pop Idol Edits', 'Aesthetic Video Editing', 'Fan-Made Entertainment']",Music,0.949999988079071,3770,31536.823529411766,2680630,85,,IN,en,,,True,2022-11-06T11:52:50Z,2026-08-02T00:00:00.000Z,UC7Hp3q4y1ul2c2ZXJa5iGZA,,,19.65,0,20,,,165.49,496.03,8.365205180215323,711.0424403183024,1371,1.859956236323851,0.0
Victhor Bastos,@victhoredit,Fan Edits,"['Animated Series', 'Video Games', 'Short-form Content']",Entertainment,0.949999988079071,3670,30139.815789473683,1145313,38,,BR,pt,,,False,2016-05-05T20:03:59Z,2026-08-04T00:00:00.000Z,UCe2zmJe82CZwK-44UGE1-aw,,,39.516129032258064,0,31,,,494.01,486.88,8.212483866341604,312.07438692098094,3746,0.3043246129204485,0.0
Happi acres ,@happi_acres,Animal Content,"['Farm Animals', 'Animal Humor']",Entertainment,0.8500000238418579,254000,2076679.2592592593,224281360,108,6505.5,,en,,,True,2017-03-02T02:37:02Z,2026-08-06T00:00:00.000Z,UCYXvMY2E0s_yBJ1Ywuagwbg,659,506.3333333333333,38.2,1,30,,,432.49,338.85,8.175902595508894,882.9974803149606,3446,0.9402205455600697,6919.121296296295
corsican,@corsicano,Comedy,"['Regional Comedy', 'Prank Comedy', 'Sketch Comedy', 'Corsican Culture']",Film,0.949999988079071,3380,27455.239130434784,2525882,92,,FR,"fr, co",,,True,2018-10-18T16:01:12Z,2026-08-05T00:00:00.000Z,UCnR8qwozxaTdSpt_UTWWY9w,173.66666666666666,580.5454545454545,57.391304347826086,3,23,,,484.78,432.03,8.122851813738102,747.3023668639054,2850,0.968421052631579,0.0
Artistavlog,@artistahin00,Travel,"['Vlogging', 'Filipino Culture & Local Exploration']",Tourism,0.8999999761581421,6000,48643.710144927536,10069248,207,0.12,,"fil, en",,short,False,2015-12-06T08:49:05Z,2026-07-24T00:00:00.000Z,UCKmBo87z6cP_xt_OHjb_K8Q,,,26.5,0,2,0,2188,-0.17,0.02,8.107285024154589,1678.208,3898,1.5931246793227296,0.07532367149758454
Shein_germany,@shein.germany,Fashion,"['Kids Fashion', 'Shein Hauls', 'Toddler Clothing', 'Outfit Styling']",Lifestyle (sociology),0.949999988079071,3200,25812.43946188341,5756174,223,,DE,"ar, de",,,True,2024-10-17T04:50:29Z,2026-08-05T00:00:00.000Z,UCUg4zOvb-z4sjJvXscjdbyw,76,93.5,14.92,1,75,,,499.25,474.84,8.066387331838564,1798.804375,660,10.136363636363637,0.0
Dani Beauty 🍒,@danibeauty23,Beauty & Makeup,"['Makeup Tutorials', 'Sports Commentary', 'Product Reviews']",Association football,0.6499999761581421,5820,46864.625,11622427,248,,MX,es,,,True,2024-11-09T03:09:38Z,2026-08-04T00:00:00.000Z,UCyzdLAmzuRMv9_BtxkkHTlA,294,294,19.65,1,100,,,318.71,495.2,8.052341065292095,1996.98058419244,637,11.679748822605966,0.0
Edit.Shadow1,@edit.shadow1,Short-Form Entertainment,"['Gaming Edits', 'Pop Culture Edits']",Entertainment,0.8999999761581421,2710,21672.55319148936,2037220,94,,,"uz, en",,,False,2024-12-29T12:50:41Z,2026-08-02T00:00:00.000Z,UCdJ87rM4XA6Kap7EhxkhiLA,145,280.6666666666667,26.153846153846153,1,13,,,494.32,256.19,7.997252100180576,751.7416974169741,587,4.804088586030664,0.0
Sanskar Bhakti - Topic,,Devotional Music,"['Hindu Devotional Music', 'Mantras and Chants', 'Stotras and Ashtaks']",Music of Asia,1,3000,23868.9375,1909515,80,,,"mr, sa, hi",,,True,2026-01-11T11:45:16Z,2026-08-06T00:00:00.000Z,UCOnsPZ3gd7ZIknYMYOjW24A,240.64285714285714,410.53164556962025,,14,0,,,25,23.46,7.9563125,636.505,209,11.483253588516746,0.0
Survival Pro OK,@survivalprook,TV Series Recaps & Updates,"['Bengali TV Serials', 'Survival Skills']",Lifestyle (sociology),0.8999999761581421,29300,230600.6,21907057,95,581.27,US,"bn, en",,,True,2025-09-15T12:06:56Z,2026-08-06T00:00:00.000Z,UCWtK2Zal-Wt8gDaV539i-hw,195.5,21260.369565217392,103.96296296296296,2,27,,,480.2,363.65,7.870327645051194,747.6811262798635,327,8.715596330275229,66.69308421052632
AI Music Tarek,@ai_music_tarek,Music,"['Music Lyrics Videos', 'Live Music Performances', 'AI-Generated Music Videos']",Soul music,0.8999999761581421,6000,47086.370689655174,5462019,116,0.71,US,en,True,short,False,2024-06-29T17:13:26Z,2026-08-04T00:00:00.000Z,UCDRk-GyErQySL9HyTovducw,,185,20,0,1,74,60763,1.69,1.13,7.847728448275863,910.3365,769,4.525357607282185,0.1568936781609195
Black Mamba Records,@officialblackmambarecords,Music,"['Punjabi Music', 'Hip Hop Music', 'Music Videos']",Hip hop music,1,100000,784398.1904761905,49417086,63,466.5,CA,"en, pa",True,long,True,2019-10-03T23:40:25Z,2026-07-24T00:00:00.000Z,UCAsNBqrU48fEJSVY9Pns5mg,168,217.35294117647058,,1,0,832871,189,22.7,1.71,7.843981904761906,494.17086,2500,0.756,617.063492063492
Ocean Conservation Namibia Shorts,@ocnsealrescueshorts,Animal Rescue,"['Marine Wildlife Rescue', 'Seal Rescue', 'Plastic Pollution Awareness']",Lifestyle (sociology),1,28500,222899.18666666668,33434878,150,1609.19,DE,en,,,True,2020-04-19T08:45:38Z,2026-08-06T00:00:00.000Z,UCmHGPpz4jS6rANzJwQ6oLZg,,,49.477777777777774,0,90,,,319.73,484.38,7.821024093567252,1173.1536140350877,2302,1.954821894005213,823.1900844444444
Ongole kurralu  369,@katamvenkataramana51,Comedy,"['Comedy Skits', 'Vlogging']",Music,0.8999999761581421,6000,46782.3503649635,12818364,274,0.1,IN,"te, en",,,False,2024-05-03T17:33:01Z,2026-08-05T00:00:00.000Z,UCGy3D-L3R3PpwrGSTYkzgNQ,222,309.3333333333333,33.833333333333336,1,6,,,-0.17,0.12,7.797058394160584,2136.394,826,9.951573849878933,0.01004866180048662
Cinema Play,@playcinema123,Indian Cinema Commentary,"['South Indian Film Analysis', 'Hindi Dubbed Movie Reviews', 'Film Plot Explanations']",Film,0.949999988079071,3990,30571.966101694914,1803746,59,,IN,"hi, en",,,True,2022-05-26T19:44:20Z,2026-08-05T00:00:00.000Z,UC5YrIcu3ZFa_z7IW0yh__8A,8632.533333333333,9002.564516129032,,30,0,,,487.63,482.11,7.662146892655367,452.06666666666666,1534,1.153846153846154,0.0
sawraj king 007,@sawrajking007ss,Gaming,"['Cricket', 'Fan Edits']",Entertainment,0.949999988079071,6000,45915.31304347826,5280261,115,0.27,IN,"hi, en",,,False,2024-06-27T02:54:39Z,2026-08-05T00:00:00.000Z,UCkTwVESXt7U1KtDFatWvwrw,,117,11.363636363636363,0,11,,,0,1.27,7.652552173913043,880.0435,772,4.4689119170984455,0.06041739130434783
Mr.Unique_Creater ,@mr.unique_creater,Movie Edits & Recaps,"['Film Editing', 'Bollywood & South Indian Film Content']",Film,0.8999999761581421,36800,279608.7536231884,19293004,69,281.3,IN,hi,,,True,2025-07-08T08:45:17Z,2026-08-05T00:00:00.000Z,UCK9siMRH8togp_GVwmEJpxA,62,62,61.23076923076923,0,26,,,471.43,239.9,7.598063957151859,524.2664130434782,396,5.2272727272727275,53.81391304347826
Гео Фактор,@геофактор1,Technology News,"['Megaprojects', 'Geopolitics', 'Electric Vehicles', 'Global Economy', 'Engineering Innovations']",Technology,0.949999988079071,3700,27686.978723404256,1301288,47,,UA,ru,,,False,2018-01-18T15:27:56Z,2026-08-06T00:00:00.000Z,UCPN-HsaVIn8imOwBRpEmTAQ,774.7857142857143,744.0212765957447,,28,0,,,488.24,432.75,7.482967222541691,351.69945945945943,3124,0.4513444302176696,0.0
MÉXICO DESDE EL CIELO,@mexicodesdeelcielo-z2r,Comedy,"['Tierra Caliente Culture', 'Regional Humour', 'Short Form Comedy']",Lifestyle (sociology),0.949999988079071,5020,37079.41935483871,3448386,93,,,es,,,True,2026-01-02T03:48:10Z,2026-07-27T00:00:00.000Z,UCMfmx8tv7efc6Dwbn1R_Dbg,67,67,54,0,5,,,489.2,343.8,7.386338516900142,686.9294820717131,218,12.79816513761468,0.0
MeU,@meu6336,Tamil Cinema Nostalgia,"['Tamil Film Songs', 'Classic Tamil Comedy', 'South Indian Celebrity Tributes']",Film,0.949999988079071,16800,119171.30051813471,23000061,193,116.88,IN,ta,,,True,2018-01-07T09:35:32Z,2026-08-05T00:00:00.000Z,UCosDm4D7-bFjJhwJwJnd9DA,104.5,135,44.31132075471698,2,106,,,384.15,492.81,7.093529792746113,1369.05125,3135,1.8468899521531101,63.284766839378236
smadi speed,@smadi_7,Automotive,"['Car Showcases', 'Automotive Aesthetics', 'Car Performance']",Lifestyle (sociology),0.949999988079071,12000,84036.41847826086,15462701,184,148.2,,ar,,short,True,2023-03-11T11:54:54Z,2026-07-22T00:00:00.000Z,UCsenrRyZYmLycL98hTBZSZQ,,,12.214285714285714,0,14,8,3138855,17.65,25.47,7.003034873188406,1288.5584166666667,1246,4.430176565008026,33.45239130434783
Nguyenshort,@nguyenshortne,Internet Humor & Memes,['Viral Internet Memes'],Entertainment,0.8999999761581421,6240,43664.2375,3493139,80,14.32,VN,vi,,,True,2024-11-07T13:04:20Z,2026-07-31T00:00:00.000Z,UCBZJHyPhg6FvMoV0xtq0l7g,,,19.846153846153847,0,13,,,483.18,379.27,6.997473958333334,559.7979166666667,639,3.755868544600939,3.8127
Fa Shik,@fa_shik,Anime Meme Compilation,"['Anime Culture & Waifu Memes', 'Experimental Destruction Content']",Entertainment,0.949999988079071,12600,88075.83333333333,4227640,48,160.37,AU,en,,,True,2016-11-08T14:04:27Z,2026-08-05T00:00:00.000Z,UCls8PyHvK7HEZr07M6AIdnw,103.83333333333333,103.83333333333333,44.95652173913044,6,23,,,335.99,497.47,6.990145502645502,335.52698412698413,3560,0.4044943820224719,320.74
Johannmen,@johannmen2016,Parody & Satire,"['YouTube Poop', 'Gaming Parodies', 'Animated Media Commentary']",Film,0.949999988079071,3000,20768.26966292135,1848376,89,,CO,es,,short,False,2022-09-15T00:38:28Z,2026-08-01T00:00:00.000Z,UC0xQS43iXSwvWeOBiePW09Q,310,360.375,21,0,1,3575,86343,3.45,5.11,6.922756554307116,616.1253333333333,1423,1.876317638791286,0.0
